iter	Logloss
817	0.4970614049
818	0.4970534781
819	0.4970318383
820	0.4969861616
821	0.4969405271
822	0.4969138742
823	0.4968944111
824	0.496877678
825	0.4968685966
826	0.4968629666
827	0.4968562059
828	0.4968427364
829	0.496828385
830	0.4967084887
831	0.4966993863
832	0.4966455513
833	0.4966244632
834	0.4965932303
835	0.4965361652
836	0.496508687
837	0.4965014567
838	0.496481156
839	0.4964612794
840	0.496438537
841	0.4963510109
842	0.4963260533
843	0.4963080848
844	0.4962973079
845	0.4962696791
846	0.4962139432
847	0.4961896041
848	0.4961531102
849	0.4961424387
850	0.4961174249
851	0.4960973589
852	0.4960959226
853	0.4960633128
854	0.4960494194
855	0.4960123162
856	0.4960044364
857	0.4959945809
858	0.4959674157
859	0.4959632722
860	0.4959578586
861	0.495953486
862	0.4959088397
863	0.4958745358
864	0.4958527236
865	0.4958409733
866	0.4958064559
867	0.4957947157
868	0.4957561736
869	0.4957374701
870	0.4956889705
871	0.4956353821
872	0.4956335886
873	0.4956112014
874	0.495558823
875	0.495510884
876	0.4954907768
877	0.4954603121
878	0.4954387479
879	0.4954328412
880	0.4954147669
881	0.4953429709
882	0.4953363057
883	0.4952918717
884	0.4952816372
885	0.4952649331
886	0.4952532475
887	0.495250756
888	0.4952110506
889	0.4952025758
890	0.4951934622
891	0.4951683221
892	0.4951622308
893	0.4951521735
894	0.4951383509
895	0.4950928076
896	0.4950600081
897	0.4950344401
898	0.495024582
899	0.4950049527
900	0.4949963976
901	0.4949715712
902	0.4949450289
903	0.4949141844
904	0.4949001632
905	0.4948878731
906	0.4948686296
907	0.4948384393
908	0.4947925014
909	0.4947526839
910	0.4947366747
911	0.4947024641
912	0.4946599951
913	0.4946296469
914	0.494605755
915	0.4945713908
916	0.4945236191
917	0.4944980709
918	0.4944878856
919	0.4944730765
920	0.4944631264
921	0.494407459
922	0.4943920773
923	0.4943722266
924	0.4943171088
925	0.4942639431
926	0.4942460792
927	0.4942124513
928	0.4942051456
929	0.4941571026
930	0.4941001286
931	0.4940797321
932	0.4940417978
933	0.4939642589
934	0.4939520976
935	0.49394752
936	0.4939239561
937	0.4938970352
938	0.4938948704
939	0.4938732217
940	0.4938273933
941	0.4938171049
942	0.4938062837
943	0.4937701016
944	0.4937524285
945	0.4936933844
946	0.4936316299
947	0.4936137363
948	0.4935875096
949	0.4935465606
950	0.4935335112
951	0.4935245865
952	0.4934848504
953	0.4934649008
954	0.4934391752
955	0.4933810385
956	0.4933686681
957	0.4933455151
958	0.4933376636
959	0.4933334833
960	0.4933065352
961	0.4932917575
962	0.4932464552
963	0.4932040481
964	0.4931819172
965	0.4931679521
966	0.4931372392
967	0.4931051123
968	0.4930775629
969	0.4930695882
970	0.493062074
971	0.493058801
972	0.4930514039
973	0.4930412683
974	0.4930201694
975	0.4930081753
976	0.4929993728
977	0.4929680334
978	0.4929359913
979	0.4929213647
980	0.4929081098
981	0.4928741709
982	0.492853433
983	0.4928432578
984	0.4928359714
985	0.4928079103
986	0.4927944373
987	0.4927340553
988	0.4927210337
989	0.4927141647
990	0.4927014036
991	0.4926980483
992	0.4926646066
993	0.4926341268
994	0.4925922939
995	0.4925549923
996	0.4925076841
997	0.4925068512
998	0.4925016488
999	0.4924423344
